date,year,month,mean_hh_price_MMBtu,sd_hh_price_MMBtu,date_minus_month,date_minus_year,date_minus_lag,roll_mean_hh_price_MMBtu
1998-08-01,1998,8,1.0118178818742856,0.04740092276735277,1998-09-01,1999-08-01,1999-08-01,1.293632171470551
1998-09-01,1998,9,1.1033168801652382,0.11905452351603396,1998-10-01,1999-09-01,1999-09-01,1.2560298492745987
1998-10-01,1998,10,1.048267500855909,0.09370235213480572,1998-11-01,1999-10-01,1999-10-01,1.2050204908622286
1998-11-01,1998,11,1.1650016468442106,0.09088440081983201,1998-12-01,1999-11-01,1999-11-01,1.166548238706561
1998-12-01,1998,12,0.9467437349127272,0.15171296456229794,1999-01-01,1999-12-01,1999-12-01,1.1395698102979626
1999-01-01,1999,1,1.0187909829557895,0.0594274700766287,1999-02-01,2000-01-01,2000-01-01,1.1300562023083618
1999-02-01,1999,2,0.975592389768421,0.029487429875795196,1999-03-01,2000-02-01,2000-02-01,1.1107141103533178
1999-03-01,1999,3,0.9875869049404347,0.0486414443460034,1999-04-01,2000-03-01,2000-03-01,1.0917904182115359
1999-04-01,1999,4,1.1929663204,0.06255506767740546,1999-05-01,2000-04-01,2000-04-01,1.081457071106774
1999-05-01,1999,5,1.2547576838999999,0.027789331571596635,1999-06-01,2000-05-01,2000-05-01,1.0889917155586908
1999-06-01,1999,6,1.279237067515909,0.03167037937137108,1999-07-01,2000-06-01,2000-06-01,1.0972548377498648
1999-07-01,1999,7,1.2863330365214285,0.09639450392316475,1999-08-01,2000-07-01,2000-07-01,1.105867669221196
1999-08-01,1999,8,1.5618199454836363,0.08033923854891598,1999-09-01,2000-08-01,2000-08-01,1.1517011745219754
1999-09-01,1999,9,1.4289801050957143,0.08372338312851467,1999-10-01,2000-09-01,2000-09-01,1.178839776599515
1999-10-01,1999,10,1.5338065125566667,0.12794344258401444,1999-11-01,2000-10-01,2000-10-01,1.2193013609079115
1999-11-01,1999,11,1.3331643188129998,0.152166366782119,1999-12-01,2000-11-01,2000-11-01,1.2333149169053106
